reference	retake	time	m1	m2	count_detected	scorecolor	score1	score2
Image_228.jpg	Image_228_blur_2_scaled_102.jpg	26.13	41	41	40	0.975609756097561	0.453790264595916	0.819456068449813
Image_228.jpg	Image_228_blur_2_scaled_103.jpg	25.92	41	40	40	0.9876543209876543	0.45435127264883524	0.819405198446937
Image_228.jpg	Image_228_blur_2_scaled_104.jpg	26.54	41	41	39	0.9512195121951219	0.40530216422203047	0.780048712970952
Image_228.jpg	Image_228_blur_2_scaled_105.jpg	26.41	41	41	40	0.975609756097561	0.43453947368421053	0.8046703336209375
Image_228.jpg	Image_228_blur_2_scaled_106.jpg	26.43	41	40	40	0.9876543209876543	0.4569988495829739	0.8232021138912856
Image_228.jpg	Image_228_blur_2_scaled_107.jpg	26.26	41	40	40	0.9876543209876543	0.43870092752372736	0.80747878918608
Image_228.jpg	Image_228.jpg	26.1	41	41	41	1.0	1.0	1.0
Image_228.jpg	Image_228_blur_1_scaled_90.jpg	26.43	41	40	40	0.9876543209876543	0.45054824561403506	0.7218572044866264
Image_228.jpg	Image_228_blur_1_scaled_91.jpg	26.92	41	40	40	0.9876543209876543	0.4766192119643371	0.7401952113891286
Image_228.jpg	Image_228_blur_1_scaled_92.jpg	29.36	41	40	40	0.9876543209876543	0.4547977782571182	0.7285986482599942
Image_228.jpg	Image_228_blur_1_scaled_93.jpg	26.77	41	40	40	0.9876543209876543	0.44378289473684207	0.7194814135749209
Image_228.jpg	Image_228_blur_1_scaled_94.jpg	26.39	41	39	39	0.975	0.42074399626114467	0.7050400848432556
Image_228.jpg	Image_228_blur_1_scaled_95.jpg	26.15	41	41	41	1.0	0.48552703480011505	0.7419930974978429
Image_228.jpg	Image_228_blur_1_scaled_96.jpg	26.34	41	40	40	0.9876543209876543	0.4881125970664366	0.7441503091745758
Image_228.jpg	Image_228_blur_1_scaled_97.jpg	25.99	41	41	41	1.0	0.49607977423065863	0.7475611159045153
Image_228.jpg	Image_228_blur_1_scaled_98.jpg	26.38	41	40	40	0.9876543209876543	0.4784253666954271	0.7375780126545873
Image_228.jpg	Image_228_blur_1_scaled_99.jpg	27.5	41	40	40	0.9876543209876543	0.5133554429105551	0.7567924935289042
Image_228.jpg	Image_228_blur_1_scaled_100.jpg	27.54	41	41	41	1.0	0.8173844190394017	0.9037384958297383
Image_228.jpg	Image_228_blur_1_scaled_101.jpg	28.17	41	41	41	1.0	0.47847677595628413	0.7064818809318378
Image_228.jpg	Image_228_blur_1_scaled_102.jpg	26.2	41	40	40	0.9876543209876543	0.5229367989646247	0.7284690465918896
Image_228.jpg	Image_228_blur_1_scaled_103.jpg	26.42	41	40	39	0.9629629629629629	0.4539126761576071	0.694395132297958
Image_228.jpg	Image_228_blur_1_scaled_104.jpg	26.17	41	41	39	0.9512195121951219	0.4386660555076215	0.6842173569168823
Image_228.jpg	Image_228_blur_1_scaled_105.jpg	26.08	41	40	40	0.9876543209876543	0.49791540839804427	0.7162167457578372
Image_228.jpg	Image_228_blur_1_scaled_106.jpg	25.79	41	39	39	0.975	0.4368953120506184	0.680457111015243
Image_228.jpg	Image_228_blur_1_scaled_107.jpg	26.1	41	41	41	1.0	0.5124791486914007	0.7252586640782284
Image_228.jpg	Image_228_blur_1_scaled_108.jpg	25.82	41	41	40	0.975609756097561	0.47254925222893296	0.7046460670117918
Image_228.jpg	Image_228_blur_1_scaled_109.jpg	25.82	41	41	41	1.0	0.48697152717860226	0.7146395959160196
Image_228.jpg	Image_228_blur_1_scaled_110.jpg	26.07	41	39	36	0.9	0.3811685720448663	0.6534437014667817
Image_228.jpg	Image_228_blur_2_scaled_90.jpg	25.8	41	41	39	0.9512195121951219	0.4079544147253379	0.8192051337359793
Image_228.jpg	Image_228_blur_2_scaled_91.jpg	25.82	41	41	41	1.0	0.40353142076502735	0.8193620578084556
Image_228.jpg	Image_228_blur_2_scaled_92.jpg	25.85	41	41	41	1.0	0.42390512654587287	0.832439603106126
Image_228.jpg	Image_228_blur_2_scaled_93.jpg	26.02	41	40	40	0.9876543209876543	0.423394089732528	0.8298222246189244
Image_228.jpg	Image_228_blur_2_scaled_94.jpg	26.85	41	40	40	0.9876543209876543	0.39203605838366407	0.8012356197871728
Image_228.jpg	Image_228_blur_2_scaled_95.jpg	25.68	41	40	40	0.9876543209876543	0.4291228070175439	0.8350754961173426
Image_228.jpg	Image_228_blur_2_scaled_96.jpg	26.18	41	40	40	0.9876543209876543	0.4263267543859649	0.8323705780845556
Image_228.jpg	Image_228_blur_2_scaled_97.jpg	26.2	41	40	40	0.9876543209876543	0.41743492953695716	0.8277872447512223
Image_228.jpg	Image_228_blur_2_scaled_98.jpg	26.27	41	41	41	1.0	0.39909782139775674	0.8114626473971814
Image_228.jpg	Image_228_blur_2_scaled_99.jpg	26.24	41	40	40	0.9876543209876543	0.43825729795800983	0.8411008052919183
Image_228.jpg	Image_228_blur_2_scaled_100.jpg	26.39	41	41	41	1.0	0.4843674503882658	0.8754357204486627
Image_228.jpg	Image_228_blur_2_scaled_101.jpg	26.19	41	41	41	1.0	0.43676571038251366	0.8072271354616048
Image_228.jpg	Image_228_blur_2_scaled_102.jpg	25.79	41	41	40	0.975609756097561	0.453790264595916	0.819456068449813
Image_228.jpg	Image_228_blur_2_scaled_103.jpg	26.06	41	40	40	0.9876543209876543	0.45435127264883524	0.819405198446937
Image_228.jpg	Image_228_blur_2_scaled_104.jpg	25.76	41	41	39	0.9512195121951219	0.40530216422203047	0.780048712970952
Image_228.jpg	Image_228_blur_2_scaled_105.jpg	25.9	41	41	40	0.975609756097561	0.43453947368421053	0.8046703336209375
Image_228.jpg	Image_228_blur_2_scaled_106.jpg	25.98	41	40	40	0.9876543209876543	0.4569988495829739	0.8232021138912856
Image_228.jpg	Image_228_blur_2_scaled_107.jpg	26.18	41	40	40	0.9876543209876543	0.43870092752372736	0.80747878918608
Image_228.jpg	Image_228.jpg	25.91	41	41	41	1.0	1.0	1.0
Image_228.jpg	Image_228_blur_1_scaled_90.jpg	25.85	41	40	40	0.9876543209876543	0.45054824561403506	0.7218572044866264
Image_228.jpg	Image_228_blur_1_scaled_91.jpg	25.91	41	40	40	0.9876543209876543	0.4766192119643371	0.7401952113891286
Image_228.jpg	Image_228_blur_1_scaled_92.jpg	26.03	41	40	40	0.9876543209876543	0.4547977782571182	0.7285986482599942
Image_228.jpg	Image_228_blur_1_scaled_93.jpg	26.0	41	40	40	0.9876543209876543	0.44378289473684207	0.7194814135749209
Image_228.jpg	Image_228_blur_1_scaled_94.jpg	26.08	41	39	39	0.975	0.42074399626114467	0.7050400848432556
Image_228.jpg	Image_228_blur_1_scaled_95.jpg	26.21	41	41	41	1.0	0.48552703480011505	0.7419930974978429
Image_228.jpg	Image_228_blur_1_scaled_96.jpg	26.16	41	40	40	0.9876543209876543	0.4881125970664366	0.7441503091745758
Image_228.jpg	Image_228_blur_1_scaled_97.jpg	26.14	41	41	41	1.0	0.49607977423065863	0.7475611159045153
Image_228.jpg	Image_228_blur_1_scaled_98.jpg	26.57	41	40	40	0.9876543209876543	0.4784253666954271	0.7375780126545873
Image_228.jpg	Image_228_blur_1_scaled_99.jpg	26.14	41	40	40	0.9876543209876543	0.5133554429105551	0.7567924935289042
Image_228.jpg	Image_228_blur_1_scaled_100.jpg	26.23	41	41	41	1.0	0.8173844190394017	0.9037384958297383
Image_228.jpg	Image_228_blur_1_scaled_101.jpg	26.31	41	41	41	1.0	0.47847677595628413	0.7064818809318378
Image_228.jpg	Image_228_blur_1_scaled_102.jpg	26.4	41	40	40	0.9876543209876543	0.5229367989646247	0.7284690465918896
Image_228.jpg	Image_228_blur_1_scaled_103.jpg	26.06	41	40	39	0.9629629629629629	0.4539126761576071	0.694395132297958
Image_228.jpg	Image_228_blur_1_scaled_104.jpg	26.02	41	41	39	0.9512195121951219	0.4386660555076215	0.6842173569168823
Image_228.jpg	Image_228_blur_1_scaled_105.jpg	26.25	41	40	40	0.9876543209876543	0.49791540839804427	0.7162167457578372
Image_228.jpg	Image_228_blur_1_scaled_106.jpg	26.36	41	39	39	0.975	0.4368953120506184	0.680457111015243
Image_228.jpg	Image_228_blur_1_scaled_107.jpg	26.28	41	41	41	1.0	0.5124791486914007	0.7252586640782284
Image_228.jpg	Image_228_blur_1_scaled_108.jpg	26.08	41	41	40	0.975609756097561	0.47254925222893296	0.7046460670117918
Image_228.jpg	Image_228_blur_1_scaled_109.jpg	26.55	41	41	41	1.0	0.48697152717860226	0.7146395959160196
Image_228.jpg	Image_228_blur_1_scaled_110.jpg	25.89	41	39	36	0.9	0.3811685720448663	0.6534437014667817
Image_228.jpg	Image_228_blur_2_scaled_90.jpg	27.0	41	41	39	0.9512195121951219	0.4079544147253379	0.8192051337359793
Image_228.jpg	Image_228_blur_2_scaled_91.jpg	25.98	41	41	41	1.0	0.40353142076502735	0.8193620578084556
Image_228.jpg	Image_228_blur_2_scaled_92.jpg	26.53	41	41	41	1.0	0.42390512654587287	0.832439603106126
Image_228.jpg	Image_228_blur_2_scaled_93.jpg	26.76	41	40	40	0.9876543209876543	0.423394089732528	0.8298222246189244
Image_228.jpg	Image_228_blur_2_scaled_94.jpg	26.24	41	40	40	0.9876543209876543	0.39203605838366407	0.8012356197871728
Image_228.jpg	Image_228_blur_2_scaled_95.jpg	26.63	41	40	40	0.9876543209876543	0.4291228070175439	0.8350754961173426
Image_228.jpg	Image_228_blur_2_scaled_96.jpg	26.69	41	40	40	0.9876543209876543	0.4263267543859649	0.8323705780845556
Image_228.jpg	Image_228_blur_2_scaled_97.jpg	26.72	41	40	40	0.9876543209876543	0.41743492953695716	0.8277872447512223
Image_228.jpg	Image_228_blur_2_scaled_98.jpg	26.39	41	41	41	1.0	0.39909782139775674	0.8114626473971814
Image_228.jpg	Image_228_blur_2_scaled_99.jpg	26.15	41	40	40	0.9876543209876543	0.43825729795800983	0.8411008052919183
Image_228.jpg	Image_228_blur_2_scaled_100.jpg	26.17	41	41	41	1.0	0.4843674503882658	0.8754357204486627
Image_228.jpg	Image_228_blur_2_scaled_101.jpg	26.12	41	41	41	1.0	0.43676571038251366	0.8072271354616048
Image_228.jpg	Image_228_blur_2_scaled_102.jpg	26.19	41	41	40	0.975609756097561	0.453790264595916	0.819456068449813
Image_228.jpg	Image_228_blur_2_scaled_103.jpg	26.13	41	40	40	0.9876543209876543	0.45435127264883524	0.819405198446937
Image_228.jpg	Image_228_blur_2_scaled_104.jpg	26.27	41	41	39	0.9512195121951219	0.40530216422203047	0.780048712970952
Image_228.jpg	Image_228_blur_2_scaled_105.jpg	26.18	41	41	40	0.975609756097561	0.43453947368421053	0.8046703336209375
Image_228.jpg	Image_228_blur_2_scaled_106.jpg	26.22	41	40	40	0.9876543209876543	0.4569988495829739	0.8232021138912856
Image_228.jpg	Image_228_blur_2_scaled_107.jpg	27.07	41	40	40	0.9876543209876543	0.43870092752372736	0.80747878918608
Image_228.jpg	Image_228.jpg	26.26	41	41	41	1.0	1.0	1.0
Image_228.jpg	Image_228_blur_1_scaled_90.jpg	26.58	41	40	40	0.9876543209876543	0.45054824561403506	0.7218572044866264
Image_228.jpg	Image_228_blur_1_scaled_91.jpg	29.99	41	40	40	0.9876543209876543	0.4766192119643371	0.7401952113891286
Image_228.jpg	Image_228_blur_1_scaled_92.jpg	28.96	41	40	40	0.9876543209876543	0.4547977782571182	0.7285986482599942
Image_228.jpg	Image_228_blur_1_scaled_93.jpg	29.75	41	40	40	0.9876543209876543	0.44378289473684207	0.7194814135749209
Image_228.jpg	Image_228_blur_1_scaled_94.jpg	26.88	41	39	39	0.975	0.42074399626114467	0.7050400848432556
Image_228.jpg	Image_228_blur_1_scaled_95.jpg	26.22	41	41	41	1.0	0.48552703480011505	0.7419930974978429
Image_228.jpg	Image_228_blur_1_scaled_96.jpg	26.61	41	40	40	0.9876543209876543	0.4881125970664366	0.7441503091745758
Image_228.jpg	Image_228_blur_1_scaled_97.jpg	26.45	41	41	41	1.0	0.49607977423065863	0.7475611159045153
Image_228.jpg	Image_228_blur_1_scaled_98.jpg	26.56	41	40	40	0.9876543209876543	0.4784253666954271	0.7375780126545873
Image_228.jpg	Image_228_blur_1_scaled_99.jpg	26.05	41	40	40	0.9876543209876543	0.5133554429105551	0.7567924935289042
Image_228.jpg	Image_228_blur_1_scaled_100.jpg	25.96	41	41	41	1.0	0.8173844190394017	0.9037384958297383
Image_228.jpg	Image_228_blur_1_scaled_101.jpg	26.41	41	41	41	1.0	0.47847677595628413	0.7064818809318378
Image_228.jpg	Image_228_blur_1_scaled_102.jpg	26.08	41	40	40	0.9876543209876543	0.5229367989646247	0.7284690465918896
Image_228.jpg	Image_228_blur_1_scaled_103.jpg	26.29	41	40	39	0.9629629629629629	0.4539126761576071	0.694395132297958
Image_228.jpg	Image_228_blur_1_scaled_104.jpg	26.55	41	41	39	0.9512195121951219	0.4386660555076215	0.6842173569168823
Image_228.jpg	Image_228_blur_1_scaled_105.jpg	26.94	41	40	40	0.9876543209876543	0.49791540839804427	0.7162167457578372
Image_228.jpg	Image_228_blur_1_scaled_106.jpg	26.35	41	39	39	0.975	0.4368953120506184	0.680457111015243
Image_228.jpg	Image_228_blur_1_scaled_107.jpg	26.67	41	41	41	1.0	0.5124791486914007	0.7252586640782284
Image_228.jpg	Image_228_blur_1_scaled_108.jpg	26.44	41	41	40	0.975609756097561	0.47254925222893296	0.7046460670117918
Image_228.jpg	Image_228_blur_1_scaled_109.jpg	27.92	41	41	41	1.0	0.48697152717860226	0.7146395959160196
Image_228.jpg	Image_228_blur_1_scaled_110.jpg	27.19	41	39	36	0.9	0.3811685720448663	0.6534437014667817
Image_228.jpg	Image_228_blur_2_scaled_90.jpg	26.69	41	41	39	0.9512195121951219	0.4079544147253379	0.8192051337359793
Image_228.jpg	Image_228_blur_2_scaled_91.jpg	26.4	41	41	41	1.0	0.40353142076502735	0.8193620578084556
Image_228.jpg	Image_228_blur_2_scaled_92.jpg	26.48	41	41	41	1.0	0.42390512654587287	0.832439603106126
Image_228.jpg	Image_228_blur_2_scaled_93.jpg	26.75	41	40	40	0.9876543209876543	0.423394089732528	0.8298222246189244
Image_228.jpg	Image_228_blur_2_scaled_94.jpg	26.44	41	40	40	0.9876543209876543	0.39203605838366407	0.8012356197871728
Image_228.jpg	Image_228_blur_2_scaled_95.jpg	26.44	41	40	40	0.9876543209876543	0.4291228070175439	0.8350754961173426
Image_228.jpg	Image_228_blur_2_scaled_96.jpg	25.98	41	40	40	0.9876543209876543	0.4263267543859649	0.8323705780845556
Image_228.jpg	Image_228_blur_2_scaled_97.jpg	26.3	41	40	40	0.9876543209876543	0.41743492953695716	0.8277872447512223
Image_228.jpg	Image_228_blur_2_scaled_98.jpg	26.61	41	41	41	1.0	0.39909782139775674	0.8114626473971814
Image_228.jpg	Image_228_blur_2_scaled_99.jpg	26.39	41	40	40	0.9876543209876543	0.43825729795800983	0.8411008052919183
Image_228.jpg	Image_228_blur_2_scaled_100.jpg	26.1	41	41	41	1.0	0.4843674503882658	0.8754357204486627
Image_228.jpg	Image_228_blur_2_scaled_101.jpg	26.32	41	41	41	1.0	0.43676571038251366	0.8072271354616048
Image_228.jpg	Image_228_blur_2_scaled_102.jpg	26.53	41	41	40	0.975609756097561	0.453790264595916	0.819456068449813
Image_228.jpg	Image_228_blur_2_scaled_103.jpg	26.94	41	40	40	0.9876543209876543	0.45435127264883524	0.819405198446937
Image_228.jpg	Image_228_blur_2_scaled_104.jpg	26.04	41	41	39	0.9512195121951219	0.40530216422203047	0.780048712970952
Image_228.jpg	Image_228_blur_2_scaled_105.jpg	26.17	41	41	40	0.975609756097561	0.43453947368421053	0.8046703336209375
Image_228.jpg	Image_228_blur_2_scaled_106.jpg	26.29	41	40	40	0.9876543209876543	0.4569988495829739	0.8232021138912856
Image_228.jpg	Image_228_blur_2_scaled_107.jpg	26.46	41	40	40	0.9876543209876543	0.43870092752372736	0.80747878918608
